initial_account,next_account,step,amount,newbalanceorig
C196135268,C1809264943,336,38115.00,0.00
C139878018,C1395018529,336,5903457.39,0.00
C1777315934,C44566269,336,9207.38,0.00
C1366635170,C21231509,336,786573.00,0.00
C1107458985,C1531477011,336,205129.12,0.00
C1954089665,C286946566,336,15560.34,0.00
C361536240,C486742057,337,505580.22,0.00
C1144789769,C655242288,337,88748.63,0.00
C462257354,C565177857,337,623152.72,0.00
C1249464392,C878074974,337,46073.56,0.00
C1165937367,C70514826,337,658637.38,0.00
C1091303521,C900573262,338,119443.30,0.00
C1569274327,C110673427,338,143340.15,0.00
C1919174675,C776089262,339,343177.04,0.00
C121591434,C245389073,339,164382.72,0.00
C1051682068,C2134026296,339,6515.64,0.00
C1176876206,C29820940,339,373531.87,0.00
C1947091405,C829302750,339,1532281.61,0.00
C1372492756,C1868659811,340,92145.40,0.00
C1021627549,C513494131,340,26478.48,0.00
C1482401390,C1010534882,340,4896179.38,0.00
C431054678,C1864318595,340,596127.11,0.00
C1888264566,C947826109,340,4677358.76,0.00
C435054778,C1175951060,341,127528.92,0.00
C45970482,C687230384,341,357824.01,0.00
C1419528476,C273422649,341,3011102.29,0.00
C1428944530,C385537527,341,929787.24,0.00
C934172571,C97161291,341,414394.38,0.00
C293823168,C1902597722,342,253261.36,0.00
C594348983,C978716589,342,22402.21,0.00
C1626624594,C136299479,342,127018.14,0.00
C1112871969,C1982709686,342,114308.20,0.00
C929585215,C634016277,342,348952.97,0.00
C538261432,C525961940,342,549159.68,0.00
C1200071210,C794836195,342,21279.19,0.00
C1809782314,C1510946002,343,540530.08,0.00
C108505415,C1874406892,343,101013.32,0.00
C517450408,C1440068099,343,802417.45,0.00
C1674654247,C1428596323,343,59829.03,0.00
C421063586,C339061789,343,237943.62,0.00
C388892858,C345845243,343,908228.29,0.00
C1063225525,C1738718306,344,272997.35,0.00
C123840755,C417847795,344,2231580.50,0.00
C1083881826,C74060450,344,118499.44,0.00
C1197962253,C119628721,345,116940.32,0.00
C1055707930,C587273362,345,927729.13,0.00
C76442447,C684493652,345,8994286.69,0.00
C1231621270,C463737708,345,132973.41,0.00
C673297850,C880160644,345,128936.95,0.00
C1392757965,C472347889,345,166271.16,0.00
C371044558,C47031596,346,1504870.33,0.00
C507471240,C1709413116,346,180110.22,0.00
C1361333152,C46072537,346,516355.22,0.00
C189611887,C876551475,348,291264.20,0.00
C1893971699,C520742045,348,7445820.78,0.00
C14761859,C361194478,348,31374.02,0.00
C2128296951,C1202616415,348,142715.07,0.00
C1706454657,C433479110,349,1023356.77,0.00
C1395405060,C567530691,349,1258706.84,0.00
C1512400234,C356153034,349,3309631.10,0.00
C1581587658,C1897617923,349,319974.69,0.00
C1777704750,C1874416454,349,98736.52,0.00
C1276671609,C1381797613,349,977805.62,0.00
C157192204,C1684873650,349,14279.89,0.00
C1531072167,C1150452226,349,80800.21,0.00
C1585861369,C154053358,349,1398633.34,0.00
C1366548953,C720291074,350,207517.20,0.00
C835019402,C742104229,350,915672.67,0.00
C2079148298,C807091049,350,2728625.68,0.00
C1131453044,C191560026,350,5963850.34,0.00
C1980995791,C1952713155,350,484772.73,0.00
C387427558,C364328277,350,257988.47,0.00
C1231531045,C1282254449,350,640648.06,0.00
C454838857,C838301055,351,118111.77,0.00
C875012263,C1330100678,351,153607.08,0.00
C1280852753,C461887553,351,178344.25,0.00
C355768552,C191674614,351,6417789.09,0.00
C1021520214,C1025216993,351,4129482.96,0.00
C1293504491,C1368130863,351,63.80,0.00
C417981063,C1176673721,351,9772559.35,0.00
C1914099833,C1517275009,351,6721321.33,0.00
C1431338158,C1230205848,351,1552664.33,0.00
C1741494580,C180982183,352,600722.15,0.00
C121062749,C1874985982,352,2111475.81,0.00
C1021093618,C1029613730,352,614145.31,0.00
C2133141202,C1561593224,352,75734.99,0.00
C1023551084,C257701345,352,7454553.06,0.00
C2019110541,C2098382104,352,166456.54,0.00
C2069798530,C2110724119,352,154052.34,0.00
C139606427,C2082743623,352,1962548.46,0.00
C836797981,C658953429,353,13774.15,0.00
C1993094343,C639161653,353,174566.53,0.00
C2024314550,C510808127,353,839008.91,0.00
C229722378,C167926085,353,275082.00,0.00
C501435638,C201807091,354,10000000.00,9299230.13
C350993487,C1614280501,354,9299230.13,0.00
C712071117,C465712526,354,283429.10,0.00
C634556474,C1581571123,354,375419.35,0.00
C1182199361,C1178014735,354,69878.14,0.00
C1257904471,C1927793477,354,66550.00,0.00
C622353866,C955190047,355,5338162.80,0.00
C15678402,C1208224272,355,3592596.97,0.00
C1483983582,C1385439300,355,42483.97,0.00
C466961726,C1107573885,355,883366.69,0.00
C854622383,C1455552961,356,7360.15,0.00
C1569009550,C1429463996,356,5952739.30,0.00
C820024675,C1707005177,356,357226.80,0.00
C1335541144,C887702391,357,74921.74,0.00
C972148639,C1247043439,357,2239461.29,0.00
C247316356,C600765612,357,790332.43,0.00
C1001502110,C1201215957,357,484493.06,0.00
C482850122,C1683790241,357,251199.91,0.00
C1493761372,C1907708290,357,4177467.46,0.00
C393177637,C106531078,357,10000000.00,653151.55
C1103031078,C1355105404,357,653151.55,0.00
C830157856,C1658291646,357,282332.91,0.00
C1843682589,C117985558,358,10358.27,0.00
C441240054,C1113984965,358,5656416.95,0.00
C741331613,C1388979353,358,376059.27,0.00
C946052471,C621645313,358,361877.28,0.00
C1024427567,C1328999824,358,1438737.78,0.00
C1007340530,C527429443,359,45271.85,0.00
C1075724931,C464861885,359,122639.34,0.00
C2118754392,C650299335,359,105733.45,0.00
C1889901787,C1023006881,359,10000000.00,2056779.24
C30165590,C919133464,359,2056779.24,0.00
C1805149634,C849581392,359,7428844.46,0.00
C1756642124,C1851353200,360,882011.04,0.00
C913474262,C627102981,360,261742.96,0.00
C1635073538,C25163995,360,758848.47,0.00
C800929462,C1220198198,360,78357.77,0.00
C39420818,C105774839,361,1082308.05,0.00
C398903352,C2067388128,361,3421212.04,0.00
C260837580,C1657343316,361,140807.76,0.00
C272031055,C1416978417,361,54892.98,0.00
C1829363360,C826844861,361,1742012.06,0.00
C602426084,C391051128,361,1276300.86,0.00
C1499900306,C1983606729,361,299016.86,0.00
C1026774960,C1180460308,362,1936403.59,0.00
C828020985,C2065608692,362,1139165.57,0.00
C1597827743,C1103826731,362,60314.32,0.00
C362343173,C2119235078,362,85113.85,0.00
C1224276273,C298592695,362,1397689.48,0.00
C2059535727,C214810405,362,60450.18,0.00
C1554022122,C380623487,362,174.92,0.00
C1208192074,C255905586,362,10000000.00,7677120.59
C2068656014,C1266729216,362,7677120.59,0.00
C893956566,C1302223978,362,1891921.94,0.00
C875187668,C1712764754,363,6513531.58,0.00
C34164934,C76366495,363,2115503.99,0.00
C2142345212,C1337488224,363,692895.24,0.00
C219294261,C1925673449,363,7703574.71,0.00
C2115222227,C2054556206,363,1715635.41,0.00
C152821682,C580582167,363,216534.86,0.00
C289350716,C106224220,363,56231.05,0.00
C328021152,C1931140794,364,34162.97,0.00
C641091675,C1483704749,364,703135.43,0.00
C966152886,C588633149,364,3116889.41,0.00
C1174332140,C1252332991,365,31315.51,0.00
C794947414,C1309662059,365,4841332.26,0.00
C948820574,C1013301931,365,93581.19,0.00
C1449357986,C185244782,365,86258.11,0.00
C673298372,C1666814997,365,155799.82,0.00
C2080670113,C1564547651,365,3244067.13,0.00
C1640343789,C1989263119,365,916644.03,0.00
C1895315229,C1691229227,366,1846748.79,0.00
C342198691,C87161857,366,500003.56,0.00
C1273953731,C1701713893,366,2701644.17,0.00
C794571885,C1390885602,366,769619.59,0.00
C957078136,C819604043,366,5807351.83,0.00
C75004200,C687978944,367,520500.14,0.00
C1605606339,C1490951962,367,240427.17,0.00
C479368139,C342463747,367,48774.46,0.00
C397472180,C85938481,367,972009.75,0.00
C903484940,C1036408252,367,362672.57,0.00
C790089745,C1816333758,367,435867.16,0.00
C757385548,C150262836,367,902483.91,0.00
C1842995301,C1445649140,368,199414.45,0.00
C2102374682,C1827800010,368,1050635.77,0.00
C197020106,C1227889272,368,200419.12,0.00
C767478867,C690992451,369,1674146.06,0.00
C202278158,C988859148,369,231978.48,0.00
C1585320500,C1154746832,369,89596.79,0.00
C1591378177,C1129556923,370,310726.29,0.00
C1844415147,C1848964453,370,1822772.73,0.00
C2004415604,C1405363067,370,283976.30,0.00
C1064157081,C755322456,370,563149.41,0.00
C911097587,C1529329683,370,811459.21,0.00
C675893330,C265392838,370,1634184.04,0.00
C1802427135,C1072055067,370,10000000.00,1653144.10
C462652864,C725249814,370,1653144.10,0.00
C1343535445,C1908664816,370,243118.94,0.00
C1937824051,C1513735273,371,11630.38,0.00
C1186321372,C372000070,371,174324.94,0.00
C1673136628,C1138882522,371,205163.30,0.00
C1770563900,C495349286,372,299172.82,0.00
C1861461304,C618348006,372,5464727.14,0.00
C1513636547,C526174668,372,81814.51,0.00
C1312260902,C1724629227,372,2923356.25,0.00
C530984971,C215554874,373,141410.98,0.00
C975117365,C1981314185,373,4294676.05,0.00
C1846913649,C963685375,373,112835.43,0.00
C1353978265,C1142361265,373,152314.49,0.00
C1625326980,C1011865698,373,530354.58,0.00
C1893124712,C199658774,373,82750.00,0.00
C1366764100,C932961272,374,1968431.00,0.00
C186075022,C1001664465,374,7466.12,0.00
C1730154967,C26656347,374,200418.10,0.00
C65923557,C246666772,374,54725.54,0.00
C1536431986,C1220821347,374,243747.83,0.00
C92520056,C1970886312,374,115125.30,0.00
C557416000,C1372402495,374,700523.69,0.00
C1449311251,C1975743671,375,667733.81,0.00
C353172290,C1521894181,375,118462.93,0.00
C895816013,C2008137353,375,821138.21,0.00
C960563833,C939732491,375,385567.18,0.00
C1177986961,C1232954487,375,3724.30,0.00
C551643409,C634586560,376,248123.95,0.00
C1012053866,C1148781766,376,449032.97,0.00
C466106905,C2067219464,377,2344540.14,0.00
C1619687935,C1837027614,377,434006.52,0.00
C1995894884,C2035661541,377,73946.79,0.00
C1954167888,C2111339406,377,503420.67,0.00
C2125867805,C1378742285,377,489033.93,0.00
C2040900392,C623153893,378,192815.77,0.00
C901042408,C469325256,378,187761.76,0.00
C1878038300,C1256363889,379,36942.13,0.00
C1514527764,C1947200265,379,99458.21,0.00
C1797578392,C27924334,379,284000.25,0.00
C714182090,C1823914038,379,626673.66,0.00
C1500954135,C1753438531,379,17216.14,0.00
C2084166173,C1399946131,379,8317724.27,0.00
C491418989,C2053136767,379,2983996.60,0.00
C1149729385,C246500623,379,4445514.20,0.00
C1150996147,C278927919,380,2784.51,0.00
C739766096,C2100602462,380,3070709.95,0.00
C955833247,C517854187,380,49076.27,0.00
C94784819,C597468231,380,330218.85,0.00
C292281038,C1409481087,380,70125.14,0.00
C160893459,C1231260699,380,259820.39,0.00
C479893074,C2076141378,380,799797.88,0.00
C1086283812,C575658952,381,703882.14,0.00
C525941534,C521981840,381,102256.57,0.00
C166433413,C609529822,382,1465173.76,0.00
C1791407950,C1325066757,382,6085.30,0.00
C1069976593,C1835585013,382,1595587.46,0.00
C1418682514,C1366479177,382,565346.12,0.00
C827588953,C878693982,383,4104942.70,0.00
C170364634,C128372734,383,4961093.21,0.00
C1575202335,C278215975,383,106601.15,0.00
C1921639115,C2051766253,383,113921.02,0.00
C964428747,C455719432,383,167907.12,0.00
C1497139417,C1561724492,383,4731371.88,0.00
C1145944802,C1787507193,383,150406.91,0.00
C52614586,C1469827455,384,56517.37,0.00
C958603903,C68780715,384,2374412.42,0.00
C1899752414,C273852737,384,136903.90,0.00
C580395183,C399005937,385,620512.76,0.00
C1190371489,C371320047,385,617882.66,0.00
C2099684775,C835286210,385,627088.33,0.00
C1630644567,C183532439,385,868004.62,0.00
C1706772520,C818905702,386,1500582.08,0.00
C1772545154,C1406548876,386,978362.97,0.00
C1769504839,C326851918,386,6063657.03,0.00
C1521151651,C1888923091,386,442290.23,0.00
C739793738,C1971770785,386,879810.51,0.00
C1499124218,C430952051,386,10000000.00,11975271.77
C884104189,C1648566106,386,10000000.00,1975271.77
C109944074,C88316037,386,1975271.77,0.00
C1042923577,C1609500749,387,531551.00,0.00
C576718894,C673002421,387,10000000.00,34892193.09
C1421664654,C1036214683,387,10000000.00,24892193.09
C1057439889,C1973915590,387,10000000.00,14892193.09
C239857977,C1021550383,387,10000000.00,4892193.09
C908544136,C891140444,387,4892193.09,4892193.09
C482076505,C834643638,387,1101871.13,0.00
C795290167,C2046960526,387,18028.13,0.00
C1638922233,C1462968969,387,143501.70,0.00
C373820487,C839316822,387,10000000.00,19110884.44
C1074619527,C1334434319,387,10000000.00,9110884.44
C1402670582,C1633747285,387,9110884.44,0.00
C1012580220,C701821995,387,20920.39,0.00
C174478461,C1779281480,387,245970.86,0.00
C416774850,C845513235,388,126848.63,0.00
C7277039,C1938257579,388,2641674.43,0.00
C1227628504,C1056406503,388,6703831.40,0.00
C1860777745,C2094058620,388,20393.12,0.00
C2009706800,C215387112,388,680224.41,0.00
C1537861219,C127451235,388,5658123.36,0.00
C1335615679,C650152764,388,960196.16,0.00
C1609844319,C751827152,388,4348.62,0.00
C907729353,C82050695,388,236388.40,0.00
C1369232913,C753294247,389,1159831.33,0.00
C895840599,C180207582,389,1312947.27,0.00
C328431178,C1972142839,389,173668.46,0.00
C1360689528,C1674473954,389,9060955.18,0.00
C1037819437,C1813486985,389,1090527.71,0.00
C1924115884,C717644112,390,1084144.37,0.00
C220187177,C1783675813,390,4525901.25,0.00
C257290900,C1552849727,390,1195842.37,0.00
C2032939648,C576448483,390,208868.36,0.00
C1375978020,C629649964,390,964544.37,0.00
C2028086379,C1948809039,390,638693.49,0.00
C167183222,C277647279,391,172362.84,0.00
C368987822,C1410391039,391,47721.95,0.00
C785953522,C1331350711,391,4559921.56,0.00
C38292810,C2083984370,391,235763.38,0.00
C291081099,C1496286083,391,1309940.05,0.00
C1248328274,C917413885,391,495773.64,0.00
C384434585,C1114261385,392,2887744.35,0.00
C1019966301,C483110811,392,251832.96,0.00
C1019069883,C899985464,392,542393.87,0.00
C1206556898,C856589139,392,92001.22,0.00
C1216488552,C2142754962,392,193706.98,0.00
C1884412313,C1709832944,393,290198.92,0.00
C1282477979,C1783092125,393,432958.83,0.00
C1762704986,C1857166842,394,147957.23,0.00
C1805392616,C1545532568,394,1303543.60,0.00
C1655225752,C1949844658,394,201247.25,0.00
C1012366293,C1028846036,394,49950.63,0.00
C1128510858,C907385207,394,3354215.55,0.00
C1196367936,C1052561148,395,134297.68,0.00
C276886611,C199895284,395,47984.43,0.00
C49917246,C1810191197,395,171880.67,0.00
C461302689,C96260697,395,117683.42,0.00
C211699118,C1804433464,396,1547877.98,0.00
C90164537,C814466553,396,2189170.39,0.00
C349513899,C499085248,396,233699.25,0.00
C1938899713,C1743910268,396,59996.12,0.00
C957688108,C875169937,397,2107997.33,0.00
C1381675569,C560235644,397,52689.13,0.00
C220059815,C67003023,397,249984.75,0.00
C1853365530,C367340563,397,40433.84,0.00
C2000198791,C785994676,397,387408.11,0.00
C870531652,C1469155891,398,50722.16,0.00
C2082183207,C1631331528,398,31334.57,0.00
C2078773097,C775810552,398,9725837.08,0.00
C1946854370,C1011987568,398,505571.43,0.00
C8083838,C896700136,398,489944.93,0.00
C664914101,C228214204,398,1498296.47,0.00
C14368419,C1000868784,398,10000000.00,15618179.90
C1577486244,C6676578,398,10000000.00,5618179.90
C1730928931,C1461831726,398,5618179.90,0.00
C1873632807,C416874775,398,55247.48,0.00
C345189504,C305070019,398,371771.44,0.00
C668700925,C1360905880,398,4309298.47,0.00
C1112407295,C513573961,398,3580542.06,0.00
C2041824507,C1842704131,399,1442075.90,0.00
C286492839,C341763133,399,77710.40,0.00
C152213690,C819262396,399,145458.94,0.00
C1568123931,C997567120,399,1082200.06,0.00
C1207780583,C777372784,399,350017.08,0.00
C1059269221,C1610878503,399,205170.29,0.00
C429020184,C639339113,400,5096946.74,0.00
C1866512540,C2138692554,400,436757.76,0.00
C109032105,C1072918822,400,51113.00,0.00
C1508043591,C99418495,400,4598089.88,0.00
C1830554141,C1838718052,400,245155.25,0.00
C1190702691,C2144739676,400,130278.99,0.00
C1590287845,C1509813077,400,460689.45,0.00
C2039894074,C2014043913,400,1191669.35,0.00
C675569506,C631063987,401,125822.44,0.00
C1882943298,C478491777,401,1806516.34,0.00
C2074526030,C1133721990,401,4481768.26,0.00
C512661287,C1354396836,401,19511.35,0.00
C716606813,C1497149627,401,65365.11,0.00
C1915645992,C932447324,401,5838803.23,0.00
C1853440908,C571802760,401,1672570.76,0.00
C791741339,C1611561805,401,30467.69,0.00
C790635066,C898533005,402,48266.80,0.00
C283218785,C1008131550,402,143592.89,0.00
C579893788,C2078443613,402,1232239.39,0.00
C2086367958,C1701205427,402,4257337.62,0.00
C1718340176,C680745289,402,127156.49,0.00
C939933921,C1813636275,402,1301410.68,0.00
C1798273837,C1904675191,403,108560.06,0.00
C1838733636,C1533106811,403,2371324.81,0.00
C929088608,C1035703133,403,6392.08,0.00
C1682150994,C1759607478,403,265836.10,0.00
C1093983453,C1655127778,403,949979.11,0.00
C828932813,C1502933385,403,196254.03,0.00
C1648091455,C395269260,403,264286.19,0.00
C128992115,C1283463094,403,2178303.49,0.00
C1792771606,C216536888,404,186375.38,0.00
C2023224715,C1730830963,404,10000000.00,2754759.04
C2039553933,C1469107972,404,2754759.04,0.00
C1801812624,C1460398355,404,536433.50,0.00
C1079557741,C1089646901,404,126061.45,0.00
C1549769780,C1935951108,404,373322.87,0.00
C364009492,C718391314,404,40359.75,0.00
C935920556,C332143191,404,540914.12,0.00
C596444681,C257667736,404,932691.00,0.00
C10712954,C354003512,405,973805.75,0.00
C737314180,C790685338,405,10000000.00,2740879.15
C1775580519,C2136505452,405,2740879.15,0.00
C809677827,C87092424,405,70382.18,0.00
C2042587270,C1273182282,405,70756.72,0.00
C1460144846,C236813008,406,9173.06,0.00
C2099780546,C1566929124,406,20842.92,0.00
C2116720360,C345234644,406,183385.35,0.00
C476725832,C746130258,406,106596.14,0.00
C325611904,C619527902,406,4160888.06,0.00
C413407419,C2065262017,406,10000000.00,2426076.89
C64180102,C902434449,406,2426076.89,0.00
C1857315349,C1301744071,406,126192.63,0.00
C5740869,C1546346037,406,40013.19,0.00
C1353278775,C547279990,406,4737833.35,0.00
C1216438383,C2073991799,406,184588.59,0.00
C1357770570,C1491918880,406,669627.43,0.00
C2016423927,C764015169,407,312955.14,0.00
C1416924629,C1987694854,407,2085274.39,0.00
C1486866728,C1884465429,407,48132.52,0.00
C1191696703,C1815124854,408,2567602.10,0.00
C1011516202,C908525161,408,429257.45,0.00
C809683747,C1317216992,408,313936.67,0.00
C1731018841,C956479425,408,398724.60,0.00
C451898714,C540990710,408,503961.93,0.00
C949114642,C189961618,409,1050135.78,0.00
C889125918,C1091824995,409,71921.70,0.00
C85727598,C577003768,409,2284476.12,0.00
C1989519123,C196714546,409,10000000.00,1018800.91
C1207144684,C948406463,409,1018800.91,0.00
C5128186,C1050084378,409,377096.39,0.00
C729569848,C684459901,409,175972.28,0.00
C1523193770,C670256021,409,3260215.75,0.00
C417104903,C1127889492,409,10000000.00,9033760.73
C798979222,C1708698454,409,9033760.73,0.00
C22941522,C1821408221,410,2876010.51,0.00
C1578453686,C1733479449,410,124202.04,0.00
C1892460908,C872133707,410,557950.06,0.00
C688119342,C1773365552,410,4900487.15,0.00
C1976927795,C1626688758,410,871745.76,0.00
C608125181,C1857424764,410,281439.26,0.00
C599746221,C1135653502,410,1232013.70,0.00
C1041263133,C6898692,410,206985.26,0.00
C1316033338,C137391139,410,950791.37,0.00
C676092302,C636444299,410,2406332.79,0.00
C985224754,C2110832776,411,427373.65,0.00
C179802055,C845099418,411,10000000.00,2068313.94
C1024321064,C285826944,411,2068313.94,0.00
C576017861,C2007796943,411,1464008.18,0.00
C337746955,C1144989996,411,365069.45,0.00
C1500797086,C1892705319,411,281023.82,0.00
C2142112051,C853827129,411,1240717.75,0.00
C303116308,C1806524190,411,6370726.84,0.00
C1204602597,C419461239,412,87438.83,0.00
C297158532,C1416694658,412,2425164.58,0.00
C692435443,C1301812889,412,381977.83,0.00
C250523545,C1652699189,412,571163.03,0.00
C765542,C1959655312,413,781.93,0.00
C2060464348,C2079215936,413,8536151.16,0.00
C2039186549,C544794295,413,115085.31,0.00
C194150197,C998514614,413,438983.45,0.00
C1379900917,C491276227,413,786278.72,0.00
C570894780,C1123063194,413,341441.17,0.00
C753726287,C1558494610,413,140333.35,0.00
C666284351,C1896227461,414,216000.95,0.00
C761440890,C565561200,414,533269.77,0.00
C787438846,C851575801,414,298384.21,0.00
C1552180409,C638930766,414,537641.80,0.00
C635388534,C1846115729,414,4602636.68,0.00
C1469626651,C1664358015,414,3285475.40,0.00
C1713766678,C499919262,414,10000000.00,724264.21
C1765244113,C737913546,414,724264.21,0.00
C1765991027,C791615814,415,224230.16,0.00
C1376272223,C684942483,415,23236.49,0.00
C1238777492,C873898487,415,13659.45,0.00
C152541672,C14138104,415,461369.99,0.00
C80491623,C1674773109,415,191834.14,0.00
C503443667,C1319935848,415,3242183.64,0.00
C871029924,C1466367171,415,1675153.28,0.00
C1853390476,C1785352620,415,37766.23,0.00
C1720013416,C431840204,416,79076.14,0.00
C746928702,C1644712820,416,27276.07,0.00
C298387535,C662194461,416,10000000.00,3019699.77
C271621902,C1299567752,416,3019699.77,0.00
C894359747,C1813474981,417,1049586.54,0.00
C1229699193,C198915551,417,237776.02,0.00
C836001849,C1993805294,417,2028897.08,0.00
C1463709824,C1030417644,418,452261.67,0.00
C1948643468,C118884572,418,892376.71,0.00
C1185258850,C1779051120,418,34498.05,0.00
C393374945,C639125907,419,3118811.65,0.00
C73136408,C684702982,419,426323.38,0.00
C1227057537,C1981402055,419,60891.94,0.00
C1318978641,C1092574222,419,149535.00,0.00
C1329946363,C641771382,419,533092.45,0.00
C1104187360,C822141064,420,500905.62,0.00
C157115581,C989314619,420,253261.96,0.00
C1806925834,C814150801,420,341956.42,0.00
C1114634874,C1494693059,420,430722.59,0.00
C1178847797,C63537571,420,116489.77,0.00
C1237202508,C1801696531,420,1464160.50,0.00
C327855497,C2013390104,421,10000000.00,15455965.86
C2074382913,C48227187,421,10000000.00,5455965.86
C529879129,C423625625,421,5455965.86,0.00
C1749948822,C1224774762,421,1501341.87,0.00
C787135844,C934789306,421,267564.83,0.00
C376689274,C1019270751,421,207021.45,0.00
C943180964,C1849745670,421,19729.68,0.00
C1817821840,C1446237995,422,40591.72,0.00
C331578052,C18819667,422,298365.86,0.00
C791144032,C220917554,422,2897907.81,0.00
C707980152,C510333855,422,1857935.57,0.00
C1133621753,C369327897,422,87381.78,0.00
C1861323130,C1184434945,423,3588174.94,0.00
C1909320319,C1040286971,423,396757.22,0.00
C1121745558,C2015328275,423,207241.52,0.00
C889342614,C542998030,424,5475018.52,0.00
C1713204236,C1583299805,424,671406.79,0.00
C1147249534,C1048851683,424,158245.65,0.00
C1816888178,C462103796,424,1346264.61,0.00
C1043016955,C2103366345,424,313697.44,0.00
C366210516,C1877132706,424,2772748.37,0.00
C1952841743,C1842449646,424,1058602.68,0.00
C1183463100,C796115130,425,34839.32,0.00
C2093534108,C1787957566,425,462452.87,0.00
C1233267015,C1191003760,425,3401641.00,0.00
C499057718,C1899051151,425,19421.77,0.00
C1305617036,C926547978,425,486175.40,0.00
C40489106,C650095152,425,10000000.00,49585040.37
C1551381510,C1042012237,425,10000000.00,39585040.37
C1619838170,C1934167334,425,10000000.00,29585040.37
C1756917426,C1192036077,425,10000000.00,19585040.37
C689608084,C1392803603,425,10000000.00,19585040.37
C452586515,C1109166882,425,9585040.37,19585040.37
C2045767963,C1868484572,425,460434.46,0.00
C1664641098,C1630931168,425,287720.41,0.00
C1112249638,C1562672245,425,204030.20,0.00
C1507425554,C1679076725,426,99804.21,0.00
C800259537,C1893385934,427,4892226.25,0.00
C1109518048,C1691016675,427,225324.05,0.00
C1200211692,C1441368122,427,59749.28,0.00
C1427622325,C1382020476,427,426173.04,0.00
C1289286413,C2143229891,427,3890627.92,0.00
C1577661477,C984902838,427,474195.10,0.00
C1499614661,C1862839091,427,1171751.17,0.00
C1408814433,C944070846,428,3037.67,0.00
C2107000276,C1629716841,428,3028421.03,0.00
C1833004950,C1079318732,428,183306.21,0.00
C653262851,C690345380,429,837192.23,0.00
C23801397,C1324604423,429,315712.36,0.00
C687647842,C110165718,430,221511.12,0.00
C541833778,C36684141,430,326394.80,0.00
C2115449921,C314077583,430,3302492.95,0.00
C1916200037,C483349301,430,2828068.73,0.00
C1724071075,C270502342,431,526071.46,0.00
C336342996,C190775867,431,3718503.37,0.00
C920351883,C870252964,431,966389.93,0.00
C1606642992,C1232800795,432,907361.75,0.00
C412631050,C1746289877,432,1150413.99,0.00
C1852767807,C18879780,433,5270.57,0.00
C1578662968,C620731531,433,673722.73,0.00
C180129024,C1802674568,433,1191183.65,0.00
C1710865809,C1882736497,434,32671.88,0.00
C1208488541,C1222558935,434,2040374.55,0.00
C1996964574,C1716850817,434,1307156.17,0.00
C1273725199,C357948041,434,4152987.10,0.00
C815195284,C181224560,435,365332.78,0.00
C206561987,C1495554758,435,1143937.73,0.00
C338287923,C522956447,436,1532229.72,0.00
C1440545718,C1822077806,436,59841.44,0.00
C2022831297,C676778137,436,842554.02,0.00
C1250782425,C236114875,436,591766.42,0.00
C1496866222,C2010123268,436,539658.73,0.00
C445035011,C1352079459,436,2388542.02,0.00
C862823643,C359107574,436,513693.13,0.00
C1964768315,C205094205,436,4135944.29,0.00
C1484407499,C86900925,437,101392.92,0.00
C1764648235,C894097120,437,8006429.04,0.00
C654688690,C1092203712,437,207801.38,0.00
C730998900,C1043597983,437,16207.04,0.00
C316065946,C900839253,437,4716.08,0.00
C1641625877,C156225699,437,119041.12,0.00
C1645177442,C1573230375,437,367364.80,0.00
C42995326,C1947251824,437,3200270.32,0.00
C312774959,C2129735982,438,455014.69,0.00
C1985447713,C1824172019,438,4626269.69,0.00
C1184464536,C919670437,438,1648547.69,0.00
C1282030759,C2119586471,438,176776.55,0.00
C609191731,C613117727,438,60274.87,0.00
C2089576427,C1225621271,438,27286.66,0.00
C1294508143,C1542262415,439,203119.08,0.00
C208491415,C2131363055,439,306419.73,0.00
C1044963294,C503182041,439,100840.93,0.00
C260785530,C1654926688,439,112656.24,0.00
C1750635867,C175456218,439,3653274.35,0.00
C38256696,C160187757,439,3947541.37,0.00
C1559534298,C1910926478,440,10000000.00,14339822.23
C2103234501,C667895388,440,10000000.00,4339822.23
C46140680,C1767092108,440,4339822.23,0.00
C1493770976,C1084758402,440,807278.78,0.00
C1870904477,C1042117243,440,1102791.66,0.00
C1351320610,C1808132497,440,10000000.00,5049594.33
C2134666226,C1039951237,440,5049594.33,0.00
C511044281,C2122549663,440,10000000.00,1912961.16
C1168684643,C1353360075,440,1912961.16,0.00
C2027207246,C1388180627,441,5429153.98,0.00
C408079205,C1354584978,441,1043934.97,0.00
C564631760,C43570912,441,107363.54,0.00
C2086087020,C1085840721,441,1032168.79,0.00
C2140627643,C1356176375,441,739856.92,0.00
C1666354582,C910803312,442,3085.45,0.00
C277096632,C344711118,442,1487505.07,0.00
C227175045,C765607741,442,355969.72,0.00
C1294538821,C651427607,442,2758096.00,0.00
C1117911944,C1052869730,442,9065.34,0.00
C2027331008,C235368108,442,37323.15,0.00
C920057135,C1730549845,443,1162672.01,0.00
C699874957,C2123434459,443,1795622.71,0.00
C159739802,C381034638,443,1591263.43,0.00
C1721589363,C2136928394,443,348915.96,0.00
C1373322164,C159626180,443,43159.00,0.00
C1831363253,C2045273924,444,408864.84,0.00
C1424747794,C1922828230,444,348055.47,0.00
C1295280435,C36989160,444,10000000.00,13752520.60
C838062695,C1614528665,444,10000000.00,3752520.60
C635186,C1223255649,444,3752520.60,0.00
C1275336083,C173424746,444,1108140.19,0.00
